ITEM   	 LEN_P 	 LEN_L 	   N   	   PN   	  AOA  	  AOA2  	  IMG  	  IMG2  	
fortitude	   8	   9	   0	   0	-1	-1	-1	-1	
fortresses	   8	  10	   0	   0	-1	-1	-1	-1	
forts	   4	   5	   8	  17	-1	-1	-1	-1	
forwarder	   -  	   9	   1		-1	-1	-1	-1	
fragrances	  10	  10	   0	   0	-1	-1	-1	-1	
franc	   5	   5	   1	   7	-1	-1	 426	-1	
franchisee	   -  	  10	   1		-1	-1	-1	-1	
franchises	   9	  10	   0	   0	-1	-1	-1	-1	
francs	   6	   6	   1	   6	-1	-1	-1	-1	
fraud	   4	   5	   0	   9	 519	-1	 381	-1	
frauds	   5	   6	   0	   3	-1	-1	-1	-1	
freight	   4	   7	   0	  13	 542	-1	 465	-1	
fremitus	   -  	   8	   0		-1	-1	-1	-1	
frenulum	   -  	   8	   0		-1	-1	-1	-1	
frequency	   9	   9	   0	   0	-1	 538	-1	 315	
freres	   -  	   6	   0		-1	-1	-1	-1	
freshener	   -  	   9	   1		-1	-1	-1	-1	
fresheners	   -  	  10	   0		-1	-1	-1	-1	
fridge	   4	   6	   2	   3	-1	-1	-1	-1	
frieze	   4	   6	   1	  11	-1	-1	 315	-1	
fright	   4	   6	   4	  13	 286	-1	 442	-1	
frill	   4	   5	   3	   9	 383	-1	 497	-1	
frills	   5	   6	   4	   5	-1	-1	-1	-1	
fringe	   5	   6	   2	   3	 283	-1	 500	-1	
frist	   -  	   5	   4		-1	-1	-1	-1	
frogs	   5	   5	   0	   3	-1	-1	-1	-1	
frond	   5	   5	   1	   4	-1	-1	-1	-1	
fronds	   6	   6	   1	   2	-1	-1	-1	-1	
fronts	   6	   6	   2	   2	-1	-1	-1	-1	
frosts	   6	   6	   2	   1	-1	-1	-1	-1	
fruit	   4	   5	   0	   9	 219	-1	 587	-1	
fruition	   6	   8	   0	   0	-1	-1	-1	-1	
fruits	   5	   6	   1	   5	-1	-1	-1	-1	
fugitive	   8	   8	   0	   1	-1	-1	-1	-1	
fugitives	   9	   9	   0	   1	-1	-1	-1	-1	
fugue	   4	   5	   0	   5	-1	-1	-1	-1	
fumes	   5	   5	   2	   4	-1	-1	-1	-1	
fundraiser	   -  	  10	   0		-1	-1	-1	-1	
funerals	   9	   8	   0	   1	-1	-1	-1	-1	
fungicide	   -  	   9	   0		-1	-1	-1	-1	
fungicides	   9	  10	   0	   0	-1	-1	-1	-1	
funs	   -  	   4	  14		-1	-1	-1	-1	
furnaces	   7	   8	   0	   0	-1	-1	-1	-1	
furniture	   7	   9	   0	   0	-1	 264	 588	-1	
furs	   3	   4	   4	  18	-1	-1	-1	-1	
futurist	   9	   8	   1	   1	-1	-1	-1	-1	
fuzz	   3	   4	   2	  15	-1	-1	-1	-1	
gadgetry	   7	   8	   0	   0	-1	-1	-1	-1	
gads	   -  	   4	  10		-1	-1	-1	-1	
gaffe	   3	   5	   0	   8	-1	-1	-1	-1	
gait	   3	   4	   4	  25	-1	-1	 377	-1	
gal	   3	   3	   8	  19	-1	-1	-1	-1	
galaxies	   8	   8	   0	   2	-1	-1	-1	-1	
gales	   4	   5	  11	  24	-1	-1	-1	-1	
gallantry	   8	   9	   1	   0	-1	-1	-1	-1	
galleon	   5	   7	   0	   2	-1	-1	-1	-1	
galleons	   6	   8	   0	   2	-1	-1	-1	-1	
galleries	   7	   9	   0	   3	-1	-1	-1	-1	
gallery	   6	   7	   0	   3	 442	-1	 566	-1	
gals	   4	   4	   8	   9	-1	-1	-1	-1	
gangbuster	   -  	  10	   0		-1	-1	-1	-1	
gange	   -  	   5	   3		-1	-1	-1	-1	
ganglia	   -  	   7	   0		-1	-1	-1	-1	
gap	   3	   3	  16	  21	-1	-1	-1	-1	
gaps	   4	   4	  10	  10	-1	-1	-1	-1	
garages	   7	   7	   0	   0	-1	-1	-1	-1	
garb	   3	   4	   1	   4	-1	-1	-1	-1	
gardener	   6	   8	   0	   2	-1	 330	-1	 639	
gardeners	   6	   9	   0	   1	-1	-1	-1	-1	
gardening	   6	   9	   1	   1	-1	-1	-1	-1	
gasoline	   7	   8	   0	   0	-1	-1	-1	-1	
gast	   -  	   4	  14		-1	-1	-1	-1	
gastritis	   -  	   9	   0		-1	-1	-1	-1	
gatherer	   -  	   8	   1		-1	-1	-1	-1	
gatherers	   -  	   9	   0		-1	-1	-1	-1	
gatherings	   8	  10	   0	   1	-1	-1	-1	-1	
gearboxes	   -  	   9	   0		-1	-1	-1	-1	
gears	   3	   5	  11	  20	-1	-1	-1	-1	
geese	   3	   5	   0	   5	 314	-1	 603	-1	
gelatine	   7	   8	   0	   0	-1	-1	-1	-1	
gels	   4	   4	   4	  12	-1	-1	-1	-1	
gem	   3	   3	   7	   8	-1	-1	 572	-1	
gems	   4	   4	   4	   5	-1	-1	-1	-1	
genera	   6	   6	   0	   2	-1	-1	-1	-1	
generale	   -  	   8	   2		-1	-1	-1	-1	
generics	   -  	   8	   1		-1	-1	-1	-1	
genes	   4	   5	   2	   6	-1	-1	-1	-1	
genetics	   8	   8	   0	   1	-1	-1	-1	-1	
genitals	   7	   8	   0	   1	-1	-1	-1	-1	
genocides	   -  	   9	   0		-1	-1	-1	-1	
genotypes	   -  	   9	   0		-1	-1	-1	-1	
gens	   -  	   4	  13		-1	-1	-1	-1	
gent	   4	   4	  10	  13	-1	-1	-1	-1	
gentleman	   8	   9	   1	   0	 347	-1	 559	-1	
gentleness	   8	  10	   0	   0	-1	-1	-1	-1	
gents	   5	   5	   7	   9	-1	-1	-1	-1	
geordie	   -  	   7	   0		-1	-1	-1	-1	
gestation	   7	   9	   0	   0	-1	-1	-1	-1	
getaway	   6	   7	   0	   0	-1	-1	-1	-1	
getaways	   -  	   8	   0		-1	-1	-1	-1	
ghee	   -  	   4	   2		-1	-1	-1	-1	
ghosts	   5	   6	   0	  10	-1	-1	-1	-1	
ghouls	   -  	   6	   0		-1	-1	-1	-1	
gibe	   -  	   4	   1		-1	-1	-1	-1	
gibes	   -  	   5	   2		-1	-1	-1	-1	
gift	   4	   4	   5	   8	 255	-1	 547	-1	
gifts	   5	   5	   2	   4	-1	-1	-1	-1	
gigabyte	   -  	   8	   0		-1	-1	-1	-1	
gigabytes	   -  	   9	   0		-1	-1	-1	-1	
gills	   4	   5	  10	  21	-1	-1	-1	-1	
gilt	   4	   4	   9	  11	 521	-1	 263	-1	
gilts	   -  	   5	   5		-1	-1	-1	-1	
girth	   3	   5	   3	   9	-1	-1	-1	-1	
gish	   -  	   4	   7		-1	-1	-1	-1	
gist	   4	   4	   6	   8	-1	-1	 262	-1	
giveaway	   -  	   8	   0		-1	-1	-1	-1	
giveaways	   -  	   9	   0		-1	-1	-1	-1	
glace	   -  	   5	   5		-1	-1	-1	-1	
gland	   5	   5	   3	   6	-1	-1	-1	-1	
glands	   6	   6	   1	   3	-1	-1	-1	-1	
glee	   3	   4	   3	   8	-1	 471	-1	 428	
glens	   -  	   5	   0		-1	-1	-1	-1	
glint	   5	   5	   1	   3	-1	-1	-1	-1	
globe	   4	   5	   1	   7	 364	-1	 583	-1	
globes	   5	   6	   1	   3	-1	-1	-1	-1	
globs	   -  	   5	   5		-1	-1	-1	-1	
globulin	   -  	   8	   0		-1	-1	-1	-1	
globulins	   -  	   9	   0		-1	-1	-1	-1	
gloom	   4	   5	   2	   9	 453	 417	 416	-1	
glop	   -  	   4	   4		-1	-1	-1	-1	
glossary	   7	   8	   0	   0	-1	-1	-1	-1	
glove	   4	   5	   3	   5	 228	-1	 596	-1	
glues	   4	   5	   3	  10	-1	-1	-1	-1	
glutamate	   -  	   9	   0		-1	-1	-1	-1	
gluttony	   6	   8	   0	   0	-1	-1	-1	-1	
glycerol	   -  	   8	   0		-1	-1	-1	-1	
glycogen	   -  	   8	   0		-1	-1	-1	-1	
glycoside	   -  	   9	   0		-1	-1	-1	-1	
gnome	   3	   5	   0	  18	-1	-1	-1	-1	
gnomes	   4	   6	   0	  11	-1	-1	-1	-1	
gnu	   -  	   3	   0		-1	-1	-1	-1	
goal	   3	   4	   4	  26	 294	-1	 556	-1	
goalkeeper	   8	  10	   0	   0	-1	-1	-1	-1	
goals	   4	   5	   4	  19	-1	-1	-1	-1	
goats	   4	   5	   6	  11	-1	-1	-1	-1	
gobblers	   -  	   8	   1		-1	-1	-1	-1	
goddesses	   7	   9	   0	   0	-1	-1	-1	-1	
godfathers	   -  	  10	   0		-1	-1	-1	-1	
godmother	   8	   9	   0	   0	-1	 383	-1	 499	
godmothers	   -  	  10	   0		-1	-1	-1	-1	
golds	   -  	   5	   5		-1	-1	-1	-1	
golf	   4	   4	   3	   1	 325	 463	 621	 537	
golfs	   -  	   5	   1		-1	-1	-1	-1	
gondolas	   -  	   8	   0		-1	-1	-1	-1	
gongs	   4	   5	   4	   8	-1	-1	-1	-1	
goods	   4	   5	   5	   8	-1	-1	-1	-1	
goons	   -  	   5	   4		-1	-1	-1	-1	
goos	   -  	   4	   7		-1	-1	-1	-1	
gooseberry	   7	  10	   0	   0	-1	-1	-1	-1	
gorge	   3	   5	   3	   8	-1	 535	-1	 401	
gorilla	   6	   7	   0	   1	-1	 383	-1	-1	
gorillas	   7	   8	   0	   2	-1	-1	-1	-1	
gossamer	   7	   8	   0	   0	-1	-1	-1	-1	
gossipers	   -  	   9	   0		-1	-1	-1	-1	
gourds	   4	   6	   0	   6	-1	-1	-1	-1	
gov	   -  	   3	   5		-1	-1	-1	-1	
governance	   -  	  10	   0		-1	-1	-1	-1	
governess	   6	   9	   0	   0	-1	-1	-1	-1	
governors	   7	   9	   0	   1	-1	-1	-1	-1	
gown	   3	   4	   4	   9	-1	 410	 578	 580	
gowns	   4	   5	   2	   6	-1	-1	-1	-1	
gradation	   7	   9	   0	   1	-1	-1	-1	-1	
gradations	   8	  10	   0	   1	-1	-1	-1	-1	
grades	   5	   6	   8	  10	-1	-1	-1	-1	
gradient	   8	   8	   0	   2	-1	-1	-1	-1	
grads	   -  	   5	   6		-1	-1	-1	-1	
graduates	   9	   9	   1	   0	-1	-1	-1	-1	
graffiti	   7	   8	   0	   0	-1	 598	-1	 455	
grain	   4	   5	   5	  20	 376	-1	 478	-1	
grains	   5	   6	   4	  16	-1	-1	-1	-1	
gram	   4	   4	   7	  12	-1	-1	-1	-1	
grams	   5	   5	   4	   7	-1	-1	-1	-1	
gran	   4	   4	   4	   9	-1	-1	-1	-1	
grandbaby	   -  	   9	   0		-1	-1	-1	-1	
grands	   6	   6	   4	   6	-1	-1	-1	-1	
grape	   4	   5	   8	  15	 297	-1	 591	-1	
grapes	   5	   6	   9	   9	-1	-1	-1	-1	
graphs	   5	   6	   1	   4	-1	-1	-1	-1	
gravitas	   -  	   8	   0		-1	-1	-1	-1	
gravity	   7	   7	   0	   0	-1	-1	 388	-1	
greats	   -  	   6	   2		-1	-1	-1	-1	
greaves	   5	   7	   0	   7	-1	-1	-1	-1	
greenery	   7	   8	   0	   1	-1	-1	-1	-1	
grid	   4	   4	   5	   9	-1	-1	-1	-1	
gridiron	   -  	   8	   0		-1	-1	-1	-1	
grids	   5	   5	   3	   4	-1	-1	-1	-1	
grief	   4	   5	   1	   6	 450	-1	 480	-1	
grievances	   8	  10	   0	   0	-1	-1	-1	-1	
grille	   4	   6	   1	  14	-1	-1	-1	-1	
grime	   4	   5	   3	   6	-1	-1	-1	-1	
gro	   -  	   3	   3		-1	-1	-1	-1	
groat	   -  	   5	   3		-1	-1	-1	-1	
groceries	   8	   9	   0	   1	-1	-1	-1	-1	
grocery	   7	   7	   1	   1	-1	-1	-1	-1	
groin	   4	   5	   3	   4	-1	-1	 516	-1	
groins	   -  	   6	   2		-1	-1	-1	-1	
groove	   4	   6	   1	   9	-1	-1	-1	-1	
grooves	   5	   7	   1	   7	-1	-1	-1	-1	
grouse	   4	   6	   1	   4	-1	-1	-1	-1	
growth	   4	   6	   0	   7	 378	-1	 426	-1	
growths	   5	   7	   0	   3	-1	-1	-1	-1	
grubs	   5	   5	   1	   5	-1	-1	-1	-1	
grum	   -  	   4	   5		-1	-1	-1	-1	
grumblings	   -  	  10	   0		-1	-1	-1	-1	
grunts	   6	   6	   1	   3	-1	-1	-1	-1	
guarantor	   8	   9	   0	   1	-1	-1	-1	-1	
guarantors	   8	  10	   0	   2	-1	-1	-1	-1	
guardian	   6	   8	   0	   1	-1	-1	-1	-1	
guardians	   7	   9	   0	   1	-1	-1	-1	-1	
guarneri	   -  	   8	   0		-1	-1	-1	-1	
guerrilla	   6	   9	   0	   1	-1	-1	-1	-1	
guerrillas	   7	  10	   0	   2	-1	-1	-1	-1	
guides	   4	   6	   3	  11	-1	-1	-1	-1	
guilds	   5	   6	   1	   3	-1	-1	-1	-1	
guile	   3	   5	   4	  20	-1	-1	-1	-1	
guiles	   -  	   6	   3		-1	-1	-1	-1	
guilt	   4	   5	   4	  11	 433	 469	 250	-1	
guise	   3	   5	   2	  19	-1	-1	-1	-1	
guitarist	   -  	   9	   0		-1	-1	-1	-1	
guitarists	   -  	  10	   0		-1	-1	-1	-1	
gulfs	   5	   5	   2	   2	-1	-1	-1	-1	
gulls	   4	   5	   8	  13	-1	-1	-1	-1	
gums	   4	   4	   8	  12	-1	-1	-1	-1	
guncotton	   -  	   9	   0		-1	-1	-1	-1	
gunfighter	   -  	  10	   0		-1	-1	-1	-1	
gunfire	   7	   7	   0	   0	-1	-1	-1	-1	
gunnery	   6	   7	   2	   1	-1	-1	-1	-1	
gunnysack	   -  	   9	   0		-1	-1	-1	-1	
gunnysacks	   -  	  10	   0		-1	-1	-1	-1	
gunpowder	   8	   9	   0	   0	-1	-1	-1	-1	
gunrunner	   -  	   9	   0		-1	-1	-1	-1	
gurr	   -  	   4	   3		-1	-1	-1	-1	
gust	   4	   4	   9	  13	-1	-1	 456	-1	
gusts	   5	   5	   5	   7	-1	-1	-1	-1	
guts	   4	   4	  10	  12	-1	-1	-1	-1	
guttering	   7	   9	   2	   3	-1	-1	-1	-1	
guzzlers	   -  	   8	   0		-1	-1	-1	-1	
gym	   3	   3	   2	  10	-1	-1	 613	-1	
gymnastics	  10	  10	   0	   1	-1	-1	 562	-1	
gyms	   -  	   4	   2		-1	-1	-1	-1	
gyration	   -  	   8	   0		-1	-1	-1	-1	
gyrations	   8	   9	   0	   0	-1	-1	-1	-1	
gyroscope	   -  	   9	   0		-1	-1	-1	-1	
habitat	   7	   7	   0	   1	-1	-1	-1	-1	
habitats	   8	   8	   0	   1	-1	-1	-1	-1	
hackberry	   -  	   9	   0		-1	-1	-1	-1	
hafnium	   -  	   7	   0		-1	-1	-1	-1	
hairs	   3	   5	   4	  24	-1	-1	-1	-1	
hake	   3	   4	  15	  22	-1	-1	-1	-1	
halibut	   7	   7	   0	   0	-1	-1	-1	-1	
halloween	   -  	   9	   0		-1	-1	-1	-1	
halls	   4	   5	   9	  21	-1	-1	-1	-1	
halogen	   -  	   7	   0		-1	-1	-1	-1	
hamburgers	   8	  10	   0	   1	-1	-1	-1	-1	
hames	   -  	   5	   7		-1	-1	-1	-1	
hammerlock	   -  	  10	   0		-1	-1	-1	-1	
hams	   4	   4	   9	  15	-1	-1	-1	-1	
handedness	   -  	  10	   0		-1	-1	-1	-1	
handicap	   8	   8	   0	   1	-1	-1	-1	-1	
handicaps	   9	   9	   0	   1	-1	-1	-1	-1	
handicraft	  10	  10	   0	   0	-1	-1	-1	-1	
handiwork	   8	   9	   0	   0	-1	-1	-1	-1	
handlebar	   8	   9	   0	   1	-1	-1	-1	-1	
handlebars	   8	  10	   0	   1	-1	-1	-1	-1	
handover	   -  	   8	   1		-1	-1	-1	-1	
handymen	   -  	   8	   1		-1	-1	-1	-1	
hangover	   7	   8	   0	   1	-1	-1	-1	-1	
hangovers	   7	   9	   0	   1	-1	-1	-1	-1	
happenings	   7	  10	   0	   0	-1	-1	-1	-1	
harasser	   -  	   8	   1		-1	-1	-1	-1	
harassers	   -  	   9	   0		-1	-1	-1	-1	
harassment	   9	  10	   0	   0	-1	-1	-1	-1	
harbingers	   -  	  10	   0		-1	-1	-1	-1	
hardcover	   -  	   9	   0		-1	-1	-1	-1	
hardliner	   -  	   9	   0		-1	-1	-1	-1	
hardliners	   -  	  10	   0		-1	-1	-1	-1	
hares	   3	   5	  12	  24	-1	-1	-1	-1	
harlequin	   8	   9	   0	   1	-1	-1	-1	-1	
harmonics	   8	   9	   2	   1	-1	-1	-1	-1	
harmonies	   7	   9	   1	   2	-1	-1	-1	-1	
harn	   -  	   4	  13		-1	-1	-1	-1	
harnesses	   7	   9	   1	   1	-1	-1	-1	-1	
harp	   3	   4	   7	  18	-1	-1	 621	-1	
harvester	   8	   9	   1	   1	-1	-1	-1	-1	
harvesters	   8	  10	   0	   1	-1	-1	-1	-1	
hatchery	   -  	   8	   0		-1	-1	-1	-1	
hats	   4	   4	  16	  18	-1	-1	-1	-1	
hattery	   -  	   7	   1		-1	-1	-1	-1	
hawaiians	   -  	   9	   0		-1	-1	-1	-1	
haymaker	   -  	   8	   0		-1	-1	-1	-1	
haymakers	   -  	   9	   0		-1	-1	-1	-1	
hazelnut	   -  	   8	   0		-1	-1	-1	-1	
hazelnuts	   -  	   9	   0		-1	-1	-1	-1	
headhunter	   -  	  10	   0		-1	-1	-1	-1	
headliner	   -  	   9	   2		-1	-1	-1	-1	
headliners	   -  	  10	   0		-1	-1	-1	-1	
headmaster	   9	  10	   0	   0	-1	 352	-1	 639	
headwater	   -  	   9	   0		-1	-1	-1	-1	
headwaters	   -  	  10	   0		-1	-1	-1	-1	
heaps	   4	   5	   7	  12	-1	-1	-1	-1	
hearth	   3	   6	   4	  14	-1	-1	-1	-1	
hearths	   4	   7	   0	   3	-1	-1	-1	-1	
hearts	   4	   6	   2	  15	-1	-1	-1	-1	
heats	   4	   5	  10	  12	-1	-1	-1	-1	
heaves	   4	   6	   4	  11	-1	-1	-1	-1	
heels	   4	   5	   6	  18	-1	-1	-1	-1	
height	   3	   6	   1	  25	 294	-1	 472	-1	
heights	   4	   7	   1	  19	-1	-1	-1	-1	
heir	   2	   4	   3	  19	 533	-1	 295	-1	
heiresses	   6	   9	   0	   0	-1	-1	-1	-1	
heirs	   2	   5	   2	  21	-1	-1	-1	-1	
helium	   5	   6	   0	   0	-1	-1	-1	-1	
hematite	   -  	   8	   0		-1	-1	-1	-1	
hemisphere	   8	  10	   0	   0	-1	-1	-1	-1	
hemp	   4	   4	   4	   5	-1	-1	-1	-1	
hems	   4	   4	   6	  11	-1	-1	-1	-1	
hens	   4	   4	   7	  11	-1	-1	-1	-1	
heraldry	   -  	   8	   0		-1	-1	-1	-1	
herbalists	   9	  10	   0	   0	-1	-1	-1	-1	
herbs	   4	   5	   2	   7	-1	-1	-1	-1	
herds	   4	   5	   2	  14	-1	-1	-1	-1	
heresy	   6	   6	   1	   1	 628	-1	 329	-1	
heretic	   7	   7	   0	   1	-1	-1	-1	-1	
heretics	   8	   8	   0	   1	-1	-1	-1	-1	
heritage	   7	   8	   0	   0	-1	-1	-1	-1	
herl	   -  	   4	   9		-1	-1	-1	-1	
hermitage	   7	   9	   0	   0	-1	-1	-1	-1	
hernia	   5	   6	   0	   1	 700	-1	 365	-1	
heroics	   -  	   7	   0		-1	-1	-1	-1	
heroine	   6	   7	   0	   1	-1	-1	-1	-1	
heroines	   7	   8	   0	   2	-1	-1	-1	-1	
hertz	   4	   5	   0	  10	-1	-1	-1	-1	
hiatus	   6	   6	   0	   0	-1	-1	-1	-1	
hibachi	   -  	   7	   0		-1	-1	-1	-1	
hideaway	   -  	   8	   0		-1	-1	-1	-1	
hieroglyph	   -  	  10	   0		-1	-1	-1	-1	
highflier	   -  	   9	   0		-1	-1	-1	-1	
highlander	   -  	  10	   0		-1	-1	-1	-1	
highs	   3	   5	   1	  29	-1	-1	-1	-1	
hijacker	   -  	   8	   1		-1	-1	-1	-1	
hijackers	   7	   9	   0	   0	-1	-1	-1	-1	
hijackings	   -  	  10	   0		-1	-1	-1	-1	
hikes	   4	   5	   7	  12	-1	-1	-1	-1	
hilt	   4	   4	   9	  13	-1	-1	-1	-1	
hindrances	   -  	  10	   0		-1	-1	-1	-1	
hinge	   4	   5	   2	   4	-1	-1	-1	-1	
hinterland	   9	  10	   0	   0	-1	-1	-1	-1	
hips	   4	   4	  11	  20	-1	-1	-1	-1	
histories	   8	   9	   0	   2	-1	-1	-1	-1	
hive	   3	   4	  10	  16	 319	-1	 554	-1	
hives	   4	   5	  10	  13	-1	-1	-1	-1	
hob	   3	   3	  15	  16	-1	-1	-1	-1	
hobbyist	   -  	   8	   0		-1	-1	-1	-1	
hobbyists	   -  	   9	   1		-1	-1	-1	-1	
hobs	   -  	   4	  12		-1	-1	-1	-1	
hoch	   -  	   4	   2		-1	-1	-1	-1	
hogs	   4	   4	  12	  11	-1	-1	-1	-1	
hoists	   -  	   6	   0		-1	-1	-1	-1	
hollyhocks	   8	  10	   0	   1	-1	-1	-1	-1	
holmium	   -  	   7	   0		-1	-1	-1	-1	
holocausts	   -  	  10	   0		-1	-1	-1	-1	
homemakers	   -  	  10	   0		-1	-1	-1	-1	
homeowners	   -  	  10	   0		-1	-1	-1	-1	
homicides	   8	   9	   0	   1	-1	-1	-1	-1	
homilies	   7	   8	   0	   1	-1	-1	-1	-1	
hominid	   -  	   7	   0		-1	-1	-1	-1	
hominy	   -  	   6	   2		-1	-1	-1	-1	
homonym	   -  	   7	   0		-1	-1	-1	-1	
hondurans	   -  	   9	   0		-1	-1	-1	-1	
honeymoons	   -  	  10	   0		-1	-1	-1	-1	
honoree	   -  	   7	   0		-1	-1	-1	-1	
hooligans	   8	   9	   0	   1	-1	-1	-1	-1	
hoolihan	   -  	   8	   1		-1	-1	-1	-1	
hooperman	   -  	   9	   0		-1	-1	-1	-1	
hoops	   4	   5	   6	  11	-1	-1	-1	-1	
hooves	   4	   6	   1	   6	-1	-1	-1	-1	
hops	   4	   4	   9	  15	-1	-1	-1	-1	
horde	   3	   5	   1	  28	-1	-1	-1	-1	
hordes	   4	   6	   1	  16	-1	-1	-1	-1	
horizon	   6	   7	   0	   1	-1	-1	-1	-1	
horizons	   7	   8	   0	   1	-1	-1	-1	-1	
horns	   4	   5	   2	  16	-1	-1	-1	-1	
horoscope	   8	   9	   0	   1	-1	-1	-1	-1	
horoscopes	   9	  10	   0	   1	-1	-1	-1	-1	
hospitals	   8	   9	   0	   1	-1	-1	-1	-1	
hostages	   8	   8	   0	   0	-1	-1	-1	-1	
hostesses	   8	   9	   0	   0	-1	-1	-1	-1	
hosts	   5	   5	   4	   8	-1	-1	-1	-1	
hote	   -  	   4	  13		-1	-1	-1	-1	
hotelier	   -  	   8	   0		-1	-1	-1	-1	
hots	   -  	   4	  12		-1	-1	-1	-1	
hounds	   5	   6	   6	   9	-1	-1	-1	-1	
hovercraft	   9	  10	   0	   0	-1	-1	-1	-1	
howitzers	   7	   9	   0	   0	-1	-1	-1	-1	
hubs	   -  	   4	  10		-1	-1	-1	-1	
hucks	   -  	   5	  11		-1	-1	-1	-1	
hues	   4	   4	   6	  14	-1	-1	-1	-1	
huguenot	   -  	   8	   0		-1	-1	-1	-1	
hulks	   5	   5	   4	   4	-1	-1	-1	-1	
hulls	   4	   5	   9	  13	-1	-1	-1	-1	
humanist	   9	   8	   1	   1	-1	-1	-1	-1	
humanists	  10	   9	   0	   1	-1	-1	-1	-1	
humanness	   -  	   9	   0		-1	-1	-1	-1	
humerus	   -  	   7	   0		-1	-1	-1	-1	
humidor	   -  	   7	   0		-1	-1	-1	-1	
humorist	   -  	   8	   0		-1	-1	-1	-1	
humorists	   -  	   9	   0		-1	-1	-1	-1	
hurdler	   -  	   7	   1		-1	-1	-1	-1	
hurricane	   7	   9	   0	   1	-1	-1	 608	-1	
hurricanes	   8	  10	   0	   1	-1	-1	-1	-1	
husbandry	   9	   9	   0	   0	-1	-1	-1	-1	
husks	   5	   5	   5	   5	-1	-1	-1	-1	
huss	   -  	   4	  10		-1	-1	-1	-1	
hut	   3	   3	  18	  28	-1	-1	 560	-1	
huts	   4	   4	  11	  16	-1	-1	-1	-1	
hyacinth	   7	   8	   0	   1	-1	-1	-1	-1	
hyacinths	   8	   9	   0	   1	-1	-1	-1	-1	
hydration	   -  	   9	   0		-1	-1	-1	-1	
hydraulics	   -  	  10	   0		-1	-1	-1	-1	
hydrazine	   -  	   9	   0		-1	-1	-1	-1	
hydrogen	   8	   8	   0	   0	-1	-1	-1	-1	
hydroxide	   -  	   9	   0		-1	-1	-1	-1	
hyenas	   6	   6	   0	   1	-1	-1	-1	-1	
hygienist	   -  	   9	   0		-1	-1	-1	-1	
hygienists	   -  	  10	   0		-1	-1	-1	-1	
hymn	   3	   4	   0	  18	 276	-1	 399	-1	
hymns	   4	   5	   0	  12	-1	-1	-1	-1	
hype	   -  	   4	   2		-1	-1	-1	-1	
hypes	   -  	   5	   2		-1	-1	-1	-1	
hypnosis	   8	   8	   0	   0	-1	-1	-1	-1	
hypnotics	   -  	   9	   0		-1	-1	-1	-1	
hypnotist	   9	   9	   1	   0	-1	-1	-1	-1	
hypocrites	   9	  10	   0	   1	-1	-1	-1	-1	
hysterics	   9	   9	   0	   0	-1	-1	-1	-1	
icebreaker	   -  	  10	   0		-1	-1	-1	-1	
icicles	   6	   7	   0	   1	-1	-1	-1	-1	
idea	   3	   4	   0	   2	 317	 348	 220	-1	
ideas	   4	   5	   1	   3	-1	-1	-1	-1	
idiom	   4	   5	   1	   2	-1	-1	 341	-1	
idioms	   5	   6	   1	   1	-1	-1	-1	-1	
idiots	   5	   6	   1	   1	-1	-1	-1	-1	
idleness	   6	   8	   0	   0	 503	-1	 332	-1	
ifs	   -  	   3	   1		-1	-1	-1	-1	
ignition	   6	   8	   0	   0	 500	-1	 466	-1	
ignorance	   8	   9	   0	   1	-1	 485	 386	-1	
iguana	   6	   6	   0	   1	-1	 595	-1	 451	
iguanas	   7	   7	   0	   1	-1	-1	-1	-1	
ilk	   3	   3	   3	   5	-1	-1	-1	-1	
illnesses	   7	   9	   0	   0	-1	-1	-1	-1	
ills	   3	   4	   0	  20	-1	-1	-1	-1	
illusion	   5	   8	   1	   3	 542	-1	 396	-1	
illusions	   6	   9	   1	   3	-1	-1	-1	-1	
imagery	   7	   7	   0	   0	-1	-1	-1	-1	
images	   6	   6	   0	   1	-1	-1	-1	-1	
imbalance	   8	   9	   0	   0	-1	-1	-1	-1	
imbeciles	   -  	   9	   0		-1	-1	-1	-1	
imbroglio	   -  	   9	   0		-1	-1	-1	-1	
immersion	   5	   9	   0	   2	-1	-1	-1	-1	
immigrants	   9	  10	   0	   1	-1	-1	-1	-1	
imminence	   7	   9	   0	   2	-1	-1	-1	-1	
impairment	   8	  10	   0	   0	-1	-1	-1	-1	
impala	   6	   6	   0	   0	-1	-1	-1	-1	
impassion	   -  	   9	   0		-1	-1	-1	-1	
impatience	   7	  10	   0	   1	 425	-1	 413	-1	
impatiens	   -  	   9	   1		-1	-1	-1	-1	
impetus	   7	   7	   0	   0	 644	-1	 272	-1	
implosion	   -  	   9	   0		-1	-1	-1	-1	
importance	   7	  10	   0	   1	 406	-1	 347	-1	
importer	   7	   8	   1	   1	-1	-1	-1	-1	
importers	   7	   9	   0	   1	-1	-1	-1	-1	
imposter	   -  	   8	   2		-1	-1	-1	-1	
impostor	   8	   8	   0	   0	-1	-1	-1	-1	
impostors	   -  	   9	   0		-1	-1	-1	-1	
impression	   7	  10	   0	   0	 486	-1	 313	-1	
imprudence	   -  	  10	   0		-1	-1	-1	-1	
impulses	   8	   8	   0	   0	-1	-1	-1	-1	
inaction	   6	   8	   0	   0	 589	-1	 270	-1	
inbreeding	   -  	  10	   0		-1	-1	-1	-1	
incentive	   8	   9	   1	   2	-1	-1	-1	-1	
